chr1	10073	10413
chr1	16110	16390
chr1	29198	29688
chr1	89795	90051
chr1	91156	91580
chr1	104859	105089
chr1	138850	139274
chr1	235541	235877
chr1	237550	237989
chr1	243587	243863
chr1	521310	521756
chr1	534161	534569
chr1	540524	541017
chr1	545979	546223
chr1	601010	601290
chr1	662394	662814
chr1	664638	664834
chr1	710487	710751
chr1	713702	714757
chr1	714970	715453
chr1	740118	740488
chr1	747800	748080
chr1	748118	748449
chr1	752434	752958
chr1	758742	758926
chr1	762022	763345
chr1	765388	765992
chr1	766969	767345
chr1	767463	767703
chr1	773732	774102
chr1	774667	774991
chr1	778028	778632
chr1	780963	781433
chr1	785764	786148
chr1	787022	787141
chr1	787330	787686
chr1	790456	791052
chr1	793176	793701
chr1	797229	797485
chr1	801021	801445
chr1	801845	802677
chr1	802934	803244
chr1	805059	805555
chr1	808460	808700
chr1	811169	811343
chr1	811498	811867
chr1	811914	812224
chr1	812656	812896
chr1	822770	823055
chr1	824031	824842
chr1	825122	825418
chr1	825785	826306
chr1	833819	834063
chr1	834097	834520
chr1	834674	835064
chr1	839127	839623
chr1	839739	841303
chr1	842136	842610
chr1	843489	843719
chr1	845567	846967
chr1	847240	847744
chr1	848092	848653
chr1	849140	849495
chr1	850394	850730
chr1	851364	851673
chr1	851757	854329
chr1	854667	857248
chr1	858245	862058
chr1	862148	862654
chr1	863838	865330
chr1	865488	866514
chr1	866682	867627
chr1	868394	868802
chr1	870336	871599
chr1	871609	872638
chr1	873275	874289
chr1	874422	881205
chr1	881208	881814
chr1	882544	883339
chr1	883578	883794
chr1	885223	886139
chr1	886764	887198
chr1	888430	888842
chr1	890470	890677
chr1	893931	895395
chr1	895677	897169
chr1	901365	902821
chr1	903198	903475
chr1	904791	905228
chr1	905837	906173
chr1	910127	910527
chr1	911313	912162
chr1	913391	913635
chr1	913659	914142
chr1	914413	914737
chr1	915638	916488
chr1	916853	917157
chr1	917761	918621
chr1	919095	920248
chr1	923484	923700
chr1	923911	924521
chr1	924918	926183
chr1	926221	926952
chr1	927085	929552
chr1	931150	931766
chr1	932438	936720
chr1	936725	937963
chr1	938844	939469
chr1	940001	941254
chr1	941587	942321
chr1	946964	947314
chr1	948288	951217
chr1	952591	953678
chr1	954422	957554
chr1	958611	960798
chr1	962030	962327
chr1	962331	962795
chr1	963325	963549
chr1	964782	965615
chr1	965702	966122
chr1	966303	967434
chr1	967798	969020
chr1	969148	970070
chr1	970551	971474
chr1	972602	972906
chr1	973339	973791
chr1	974043	974534
chr1	975000	975150
chr1	975256	976870
chr1	978838	979234
chr1	979874	980118
chr1	980213	980509
chr1	982884	983174
chr1	984190	984474
chr1	985198	985495
chr1	986014	986432
chr1	986519	986815
chr1	988255	988558
chr1	989443	989747
chr1	989936	990314
chr1	991458	992536
chr1	993275	995646
chr1	997835	998833
chr1	998844	1000203
chr1	1000615	1001369
chr1	1002376	1002686
chr1	1002746	1006304
chr1	1007563	1008558
chr1	1008613	1010427
chr1	1010550	1011132
chr1	1014496	1016155
chr1	1017814	1018218
chr1	1020621	1020891
chr1	1028240	1028610
chr1	1028945	1029335
chr1	1039615	1040017
chr1	1041582	1042340
chr1	1042555	1043070
chr1	1043341	1043893
chr1	1044958	1045783
chr1	1047399	1048156
chr1	1048502	1049386
chr1	1050378	1050909
chr1	1051063	1052317
chr1	1054463	1054873
chr1	1056321	1056597
chr1	1057354	1057991
chr1	1058275	1059972
chr1	1060029	1061239
chr1	1063782	1064634
chr1	1064834	1065114
chr1	1065579	1066331
chr1	1067203	1067593
chr1	1068010	1068476
chr1	1068817	1069121
chr1	1070651	1071162
chr1	1071805	1073128
chr1	1076986	1077230
chr1	1077796	1078112
chr1	1078232	1078662
chr1	1079399	1080183
chr1	1080433	1081109
chr1	1081627	1082003
chr1	1083881	1084319
chr1	1085593	1085853
chr1	1089241	1089610
chr1	1090725	1091001
chr1	1091600	1092040
chr1	1092208	1092513
chr1	1092697	1094172
chr1	1096275	1096679
chr1	1098135	1098628
chr1	1098799	1099109
chr1	1099435	1100825
